,Genus,Species,gt,rep,mt,Tav,Rmt,SLA,N
agerardii_gt25C_r1_mt14_data,Andropogon,gerardii,gt25,r1,mt14,13.9075,0.380694674728382,161.588166058341,2.05
agerardii_gt25C_r1_mt23_data,Andropogon,gerardii,gt25,r1,mt23,23.046,0.649698923615279,161.588166058341,2.05
agerardii_gt25C_r1_mt25_data,Andropogon,gerardii,gt25,r1,mt25,25.114,0.730700888029425,161.588166058341,2.05
agerardii_gt25C_r1_mt32_data,Andropogon,gerardii,gt25,r1,mt32,31.985,1.06978154697616,161.588166058341,2.05
agerardii_gt25C_r1_mt41_data,Andropogon,gerardii,gt25,r1,mt41,40.946,1.72188357185307,161.588166058341,2.05
agerardii_gt25C_r1_mt50_data,Andropogon,gerardii,gt25,r1,mt50,45.928,2.22034010739823,161.588166058341,2.05
agerardii_gt25C_r2_mt14_data,Andropogon,gerardii,gt25,r2,mt14,14,0.64394850065655,241.829488445992,2.53
agerardii_gt25C_r2_mt23_data,Andropogon,gerardii,gt25,r2,mt23,22.997,0.71197189684834,241.829488445992,2.53
agerardii_gt25C_r2_mt25_data,Andropogon,gerardii,gt25,r2,mt25,25.50125,0.776100728135933,241.829488445992,2.53
agerardii_gt25C_r2_mt32_data,Andropogon,gerardii,gt25,r2,mt32,32.096,1.09975771322565,241.829488445992,2.53
agerardii_gt25C_r2_mt41_data,Andropogon,gerardii,gt25,r2,mt41,41.003,2.32871327887482,241.829488445992,2.53
agerardii_gt25C_r2_mt50_data,Andropogon,gerardii,gt25,r2,mt50,45.158,3.68816727178209,241.829488445992,2.53
agerardii_gt25C_r3_mt14_data,Andropogon,gerardii,gt25,r3,mt14,13.942,0.427530154106412,178.741903662046,2.28
agerardii_gt25C_r3_mt23_data,Andropogon,gerardii,gt25,r3,mt23,22.984,0.728442757303875,178.741903662046,2.28
agerardii_gt25C_r3_mt25_data,Andropogon,gerardii,gt25,r3,mt25,24.9744444444444,0.813318679449731,178.741903662046,2.28
agerardii_gt25C_r3_mt32_data,Andropogon,gerardii,gt25,r3,mt32,31.995,1.17548038270095,178.741903662046,2.28
agerardii_gt25C_r3_mt41_data,Andropogon,gerardii,gt25,r3,mt41,40.956,1.79595441999501,178.741903662046,2.28
agerardii_gt25C_r3_mt50_data,Andropogon,gerardii,gt25,r3,mt50,46.049,2.23294880487241,178.741903662046,2.28
agerardii_gt30C_r1_mt14_data,Andropogon,gerardii,gt30,r1,mt14,14.049770832,0.295687857813899,182.39950562438,1.81
agerardii_gt30C_r1_mt23_data,Andropogon,gerardii,gt30,r1,mt23,22.999383163,0.54232058250965,182.39950562438,1.81
agerardii_gt30C_r1_mt30_data,Andropogon,gerardii,gt30,r1,mt30,30.022603798,0.848445168217084,182.39950562438,1.81
agerardii_gt30C_r1_mt32_data,Andropogon,gerardii,gt30,r1,mt32,31.894966697,0.951934960581367,182.39950562438,1.81
agerardii_gt30C_r1_mt41_data,Andropogon,gerardii,gt30,r1,mt41,40.973921966,1.62190225801979,182.39950562438,1.81
agerardii_gt30C_r1_mt50_data,Andropogon,gerardii,gt30,r1,mt50,44.732248688,1.99760340577657,182.39950562438,1.81
agerardii_gt30C_r2_mt14_data,Andropogon,gerardii,gt30,r2,mt14,13.90951519,0.296691933658548,175.404992587385,1.98
agerardii_gt30C_r2_mt23_data,Andropogon,gerardii,gt30,r2,mt23,22.913739204,0.287225093427689,175.404992587385,1.98
agerardii_gt30C_r2_mt30_data,Andropogon,gerardii,gt30,r2,mt30,29.968127062,0.413140686007015,175.404992587385,1.98
agerardii_gt30C_r2_mt32_data,Andropogon,gerardii,gt30,r2,mt32,32.021516992,0.489708133141714,175.404992587385,1.98
agerardii_gt30C_r2_mt41_data,Andropogon,gerardii,gt30,r2,mt41,40.90717163,1.42689474200743,175.404992587385,1.98
agerardii_gt30C_r2_mt50_data,Andropogon,gerardii,gt30,r2,mt50,44.611200714,2.61536695277091,175.404992587385,1.98
agerardii_gt30C_r3_mt14_data,Andropogon,gerardii,gt30,r3,mt14,14.037217044,0.429405760487299,169.732372783889,2.13
agerardii_gt30C_r3_mt23_data,Andropogon,gerardii,gt30,r3,mt23,22.972970772,0.716447461117493,169.732372783889,2.13
agerardii_gt30C_r3_mt30_data,Andropogon,gerardii,gt30,r3,mt30,30.052761269,1.09447590596396,169.732372783889,2.13
agerardii_gt30C_r3_mt32_data,Andropogon,gerardii,gt30,r3,mt32,31.969708253,1.2309239506974,169.732372783889,2.13
agerardii_gt30C_r3_mt41_data,Andropogon,gerardii,gt30,r3,mt41,40.951767731,2.16829509006583,169.732372783889,2.13
agerardii_gt30C_r3_mt50_data,Andropogon,gerardii,gt30,r3,mt50,43.597844695,2.5745079522015,169.732372783889,2.13
agerardii_gt35C_r1_mt14_data,Andropogon,gerardii,gt35,r1,mt14,14.12,0.760529948445403,182.411217268359,1.86
agerardii_gt35C_r1_mt23_data,Andropogon,gerardii,gt35,r1,mt23,23.039,1.37505998543001,182.411217268359,1.86
agerardii_gt35C_r1_mt35_data,Andropogon,gerardii,gt35,r1,mt35,34.993,2.1519071345456,182.411217268359,1.86
agerardii_gt35C_r1_mt32_data,Andropogon,gerardii,gt35,r1,mt32,32.039,1.9987850198543,182.411217268359,1.86
agerardii_gt35C_r1_mt41_data,Andropogon,gerardii,gt35,r1,mt41,41.008,2.32069832768751,182.411217268359,1.86
agerardii_gt35C_r1_mt50_data,Andropogon,gerardii,gt35,r1,mt50,45.329,2.30296916266763,182.411217268359,1.86
agerardii_gt35C_r2_mt14_data,Andropogon,gerardii,gt35,r2,mt14,13.935,0.24473119847964,197.427129646447,1.94
agerardii_gt35C_r2_mt23_data,Andropogon,gerardii,gt35,r2,mt23,22.975,0.519906640740366,197.427129646447,1.94
agerardii_gt35C_r2_mt35_data,Andropogon,gerardii,gt35,r2,mt35,34.938,1.29731491408477,197.427129646447,1.94
agerardii_gt35C_r2_mt32_data,Andropogon,gerardii,gt35,r2,mt32,32.039,1.04849917516742,197.427129646447,1.94
agerardii_gt35C_r2_mt41_data,Andropogon,gerardii,gt35,r2,mt41,40.923,1.97862277486515,197.427129646447,1.94
agerardii_gt35C_r2_mt50_data,Andropogon,gerardii,gt35,r2,mt50,44.248,2.47616792060882,197.427129646447,1.94
agerardii_gt35C_r3_mt14_data,Andropogon,gerardii,gt35,r3,mt14,13.962,0.261648116601759,252.191417320809,1.83
agerardii_gt35C_r3_mt23_data,Andropogon,gerardii,gt35,r3,mt23,23.028,0.587101513874695,252.191417320809,1.83
agerardii_gt35C_r3_mt35_data,Andropogon,gerardii,gt35,r3,mt35,34.965,1.28079114006313,252.191417320809,1.83
agerardii_gt35C_r3_mt32_data,Andropogon,gerardii,gt35,r3,mt32,31.954,1.08456210677884,252.191417320809,1.83
agerardii_gt35C_r3_mt41_data,Andropogon,gerardii,gt35,r3,mt41,41.001,1.6803041369475,252.191417320809,1.83
agerardii_gt35C_r3_mt50_data,Andropogon,gerardii,gt35,r3,mt50,45.336,1.94063661785369,252.191417320809,1.83
arubrum_gt20C_r1_mt14_data,Acer,rubrum,gt20,r1,mt14,13.948,0.363871407625989,244.883166241386,1.85
arubrum_gt20C_r1_mt23_data,Acer,rubrum,gt20,r1,mt23,23.0545454545455,0.806951135793308,244.883166241386,1.85
arubrum_gt20C_r1_mt20_data,Acer,rubrum,gt20,r1,mt20,19.9481818181818,0.627420209964207,244.883166241386,1.85
arubrum_gt20C_r1_mt32_data,Acer,rubrum,gt20,r1,mt32,31.9890909090909,1.48237122207597,244.883166241386,1.85
arubrum_gt20C_r1_mt41_data,Acer,rubrum,gt20,r1,mt41,40.9572727272727,2.29668085639832,244.883166241386,1.85
arubrum_gt20C_r1_mt50_data,Acer,rubrum,gt20,r1,mt50,45.803,2.70761861398801,244.883166241386,1.85
arubrum_gt20C_r2_mt14_data,Acer,rubrum,gt20,r2,mt14,14.1227272727273,0.180247137702327,-0.0001000100010001,2.16
arubrum_gt20C_r2_mt23_data,Acer,rubrum,gt20,r2,mt23,22.9845454545455,0.582575907812111,-0.0001000100010001,2.16
arubrum_gt20C_r2_mt20_data,Acer,rubrum,gt20,r2,mt20,19.9244444444444,0.404741315148062,-0.0001000100010001,2.16
arubrum_gt20C_r2_mt32_data,Acer,rubrum,gt20,r2,mt32,32.0272727272727,1.32833368376152,-0.0001000100010001,2.16
arubrum_gt20C_r2_mt41_data,Acer,rubrum,gt20,r2,mt41,41.0672727272727,2.07807591750679,-0.0001000100010001,2.16
arubrum_gt20C_r2_mt50_data,Acer,rubrum,gt20,r2,mt50,45.5681818181818,2.25669307384522,-0.0001000100010001,2.16
arubrum_gt20C_r3_mt14_data,Acer,rubrum,gt20,r3,mt14,13.9790909090909,0.232927206805941,227.183093215949,1.59
arubrum_gt20C_r3_mt23_data,Acer,rubrum,gt20,r3,mt23,22.9727272727273,0.719149703978016,227.183093215949,1.59
arubrum_gt20C_r3_mt20_data,Acer,rubrum,gt20,r3,mt20,19.9345454545455,0.513831281676047,227.183093215949,1.59
arubrum_gt20C_r3_mt32_data,Acer,rubrum,gt20,r3,mt32,31.9490909090909,1.4878961050086,227.183093215949,1.59
arubrum_gt20C_r3_mt41_data,Acer,rubrum,gt20,r3,mt41,40.9836363636364,2.06990368977975,227.183093215949,1.59
arubrum_gt20C_r3_mt50_data,Acer,rubrum,gt20,r3,mt50,46.01,2.08910515540301,227.183093215949,1.59
arubrum_gt20C_r4_mt14_data,Acer,rubrum,gt20,r4,mt14,14.0254545454545,0.0518456825590006,-0.0001000100010001,1.99
arubrum_gt20C_r4_mt23_data,Acer,rubrum,gt20,r4,mt23,22.9863636363636,0.249256458243329,-0.0001000100010001,1.99
arubrum_gt20C_r4_mt20_data,Acer,rubrum,gt20,r4,mt20,19.9245454545455,0.151700343836134,-0.0001000100010001,1.99
arubrum_gt20C_r4_mt32_data,Acer,rubrum,gt20,r4,mt32,31.9855555555556,0.843841177579308,-0.0001000100010001,1.99
arubrum_gt20C_r4_mt41_data,Acer,rubrum,gt20,r4,mt41,41.0745454545455,2.01029498851095,-0.0001000100010001,1.99
arubrum_gt20C_r4_mt50_data,Acer,rubrum,gt20,r4,mt50,45.7563636363636,2.7260464227123,-0.0001000100010001,1.99
arubrum_gt30C_r1_mt14_data,Acer,rubrum,gt30,r1,mt14,13.9425,0.453111545445316,-0.0001000100010001,2.2
arubrum_gt30C_r1_mt23_data,Acer,rubrum,gt30,r1,mt23,22.9823076923077,0.730787683313673,-0.0001000100010001,2.2
arubrum_gt30C_r1_mt30_data,Acer,rubrum,gt30,r1,mt30,29.9961538461538,1.05752752612666,-0.0001000100010001,2.2
arubrum_gt30C_r1_mt32_data,Acer,rubrum,gt30,r1,mt32,31.9930769230769,1.17462204929424,-0.0001000100010001,2.2
arubrum_gt30C_r1_mt41_data,Acer,rubrum,gt30,r1,mt41,40.9746153846154,1.88160901725196,-0.0001000100010001,2.2
arubrum_gt30C_r1_mt50_data,Acer,rubrum,gt30,r1,mt50,47.3176923076923,2.62157115099985,-0.0001000100010001,2.2
arubrum_gt30C_r2_mt14_data,Acer,rubrum,gt30,r2,mt14,13.9230769230769,0.295272429351992,202.010040303023,2.04
arubrum_gt30C_r2_mt23_data,Acer,rubrum,gt30,r2,mt23,22.9576923076923,0.605516520861395,202.010040303023,2.04
arubrum_gt30C_r2_mt30_data,Acer,rubrum,gt30,r2,mt30,29.9661538461538,0.870393016657812,202.010040303023,2.04
arubrum_gt30C_r2_mt32_data,Acer,rubrum,gt30,r2,mt32,31.94,0.934965222458463,202.010040303023,2.04
arubrum_gt30C_r2_mt41_data,Acer,rubrum,gt30,r2,mt41,40.9769230769231,1.09252228804623,202.010040303023,2.04
arubrum_gt30C_r2_mt50_data,Acer,rubrum,gt30,r2,mt50,45.8015384615385,1.05769357804831,202.010040303023,2.04
arubrum_gt35C_r1_mt14_data,Acer,rubrum,gt35,r1,mt14,13.9954545454545,0.148899966614812,200.060778464498,1.95
arubrum_gt35C_r1_mt23_data,Acer,rubrum,gt35,r1,mt23,22.9790909090909,0.414888170479289,200.060778464498,1.95
arubrum_gt35C_r1_mt35_data,Acer,rubrum,gt35,r1,mt35,34.9790909090909,1.17611456411012,200.060778464498,1.95
arubrum_gt35C_r1_mt32_data,Acer,rubrum,gt35,r1,mt32,31.9972727272727,0.94007846344834,200.060778464498,1.95
arubrum_gt35C_r1_mt41_data,Acer,rubrum,gt35,r1,mt41,41,1.72319172448975,200.060778464498,1.95
arubrum_gt35C_r1_mt50_data,Acer,rubrum,gt35,r1,mt50,46.5509090909091,2.25454573672169,200.060778464498,1.95
arubrum_gt35C_r2_mt14_data,Acer,rubrum,gt35,r2,mt14,13.9709090909091,0.193082198477639,183.617297483892,1.8
arubrum_gt35C_r2_mt23_data,Acer,rubrum,gt35,r2,mt23,22.9627272727273,0.654532338478838,183.617297483892,1.8
arubrum_gt35C_r2_mt35_data,Acer,rubrum,gt35,r2,mt35,35.0445454545455,1.86402180897971,183.617297483892,1.8
arubrum_gt35C_r2_mt32_data,Acer,rubrum,gt35,r2,mt32,31.9590909090909,1.52225989692266,183.617297483892,1.8
arubrum_gt35C_r2_mt41_data,Acer,rubrum,gt35,r2,mt41,41.0118181818182,2.43141196836276,183.617297483892,1.8
arubrum_gt35C_r2_mt50_data,Acer,rubrum,gt35,r2,mt50,46.1254545454545,2.6752712838344,183.617297483892,1.8
balleghaniensis_gt15C_r1_mt14_data,Betula,alleghaniensis,gt15,r1,mt14,13.9405801469231,0.28984224230566,178.994975432045,1.57
balleghaniensis_gt15C_r1_mt23_data,Betula,alleghaniensis,gt15,r1,mt23,22.9433002469231,0.907991922839865,178.994975432045,1.57
balleghaniensis_gt15C_r1_mt15_data,Betula,alleghaniensis,gt15,r1,mt15,15.1255746238462,0.344537943291942,178.994975432045,1.57
balleghaniensis_gt15C_r1_mt32_data,Betula,alleghaniensis,gt15,r1,mt32,31.8737809092308,1.90817063236102,178.994975432045,1.57
balleghaniensis_gt15C_r1_mt41_data,Betula,alleghaniensis,gt15,r1,mt41,40.8436886723077,2.72103470537233,178.994975432045,1.57
balleghaniensis_gt15C_r1_mt50_data,Betula,alleghaniensis,gt15,r1,mt50,43.3661263791667,2.80162340536092,178.994975432045,1.57
balleghaniensis_gt15C_r2_mt14_data,Betula,alleghaniensis,gt15,r2,mt14,14.0051461,0.5767823890668,181.049216418991,1.82
balleghaniensis_gt15C_r2_mt23_data,Betula,alleghaniensis,gt15,r2,mt23,22.9975333592308,1.10357318734275,181.049216418991,1.82
balleghaniensis_gt15C_r2_mt15_data,Betula,alleghaniensis,gt15,r2,mt15,15.2649484038462,0.634776443303078,181.049216418991,1.82
balleghaniensis_gt15C_r2_mt32_data,Betula,alleghaniensis,gt15,r2,mt32,31.9987897130769,1.94731183905354,181.049216418991,1.82
balleghaniensis_gt15C_r2_mt41_data,Betula,alleghaniensis,gt15,r2,mt41,41.0187333907692,3.16972257733009,181.049216418991,1.82
balleghaniensis_gt15C_r2_mt50_data,Betula,alleghaniensis,gt15,r2,mt50,43.80607693,3.62414575489622,181.049216418991,1.82
balleghaniensis_gt15C_r3_mt14_data,Betula,alleghaniensis,gt15,r3,mt14,13.9898388207692,0.383035577334987,176.034829547235,1.31
balleghaniensis_gt15C_r3_mt23_data,Betula,alleghaniensis,gt15,r3,mt23,23.0782635030769,0.692017514270512,176.034829547235,1.31
balleghaniensis_gt15C_r3_mt15_data,Betula,alleghaniensis,gt15,r3,mt15,14.9115973253846,0.407665303767969,176.034829547235,1.31
balleghaniensis_gt15C_r3_mt32_data,Betula,alleghaniensis,gt15,r3,mt32,32.0106513684615,1.17746880512158,176.034829547235,1.31
balleghaniensis_gt15C_r3_mt41_data,Betula,alleghaniensis,gt15,r3,mt41,41.0678801915385,1.91914644269295,176.034829547235,1.31
balleghaniensis_gt15C_r3_mt50_data,Betula,alleghaniensis,gt15,r3,mt50,46.78302765,2.54468248201409,176.034829547235,1.31
balleghaniensis_gt20C_r1_mt14_data,Betula,alleghaniensis,gt20,r1,mt14,14.0214496746154,0.468940708784284,331.556302072989,2.85
balleghaniensis_gt20C_r1_mt23_data,Betula,alleghaniensis,gt20,r1,mt23,22.9019157091667,0.832664917257403,331.556302072989,2.85
balleghaniensis_gt20C_r1_mt20_data,Betula,alleghaniensis,gt20,r1,mt20,19.8997239323077,0.69189282424323,331.556302072989,2.85
balleghaniensis_gt20C_r1_mt32_data,Betula,alleghaniensis,gt20,r1,mt32,31.9589231816667,1.37780348444076,331.556302072989,2.85
balleghaniensis_gt20C_r1_mt41_data,Betula,alleghaniensis,gt20,r1,mt41,41.0343780523077,2.10037676408878,331.556302072989,2.85
balleghaniensis_gt20C_r1_mt50_data,Betula,alleghaniensis,gt20,r1,mt50,44.29247548,2.39458463933891,331.556302072989,2.85
balleghaniensis_gt20C_r2_mt14_data,Betula,alleghaniensis,gt20,r2,mt14,13.9790136630769,0.289335691556166,303.940004674597,2.99
balleghaniensis_gt20C_r2_mt23_data,Betula,alleghaniensis,gt20,r2,mt23,22.9142615984615,0.809916636078858,303.940004674597,2.99
balleghaniensis_gt20C_r2_mt20_data,Betula,alleghaniensis,gt20,r2,mt20,19.9506183046154,0.59623351951551,303.940004674597,2.99
balleghaniensis_gt20C_r2_mt32_data,Betula,alleghaniensis,gt20,r2,mt32,31.8277222561538,1.64930427642373,303.940004674597,2.99
balleghaniensis_gt20C_r2_mt41_data,Betula,alleghaniensis,gt20,r2,mt41,41.0705889184615,2.47156184180036,303.940004674597,2.99
balleghaniensis_gt20C_r2_mt50_data,Betula,alleghaniensis,gt20,r2,mt50,45.2660672115385,2.65539642641261,303.940004674597,2.99
balleghaniensis_gt20C_r3_mt14_data,Betula,alleghaniensis,gt20,r3,mt14,13.9654810984615,0.506446455161892,298.708444427982,2.44
balleghaniensis_gt20C_r3_mt23_data,Betula,alleghaniensis,gt20,r3,mt23,23.0468009076923,0.777411443396706,298.708444427982,2.44
balleghaniensis_gt20C_r3_mt20_data,Betula,alleghaniensis,gt20,r3,mt20,19.9884366261538,0.672099534970795,298.708444427982,2.44
balleghaniensis_gt20C_r3_mt32_data,Betula,alleghaniensis,gt20,r3,mt32,32.0611245084615,1.20269597185819,298.708444427982,2.44
balleghaniensis_gt20C_r3_mt41_data,Betula,alleghaniensis,gt20,r3,mt41,41.0442554769231,1.87812029844127,298.708444427982,2.44
balleghaniensis_gt20C_r3_mt50_data,Betula,alleghaniensis,gt20,r3,mt50,46.1325287453846,2.42915131914647,298.708444427982,2.44
balleghaniensis_gt25C_r1_mt14_data,Betula,alleghaniensis,gt25,r1,mt14,14.0204346738462,0.104769708168853,302.680386159637,1.93
balleghaniensis_gt25C_r1_mt23_data,Betula,alleghaniensis,gt25,r1,mt23,22.9598079092308,0.325687819658325,302.680386159637,1.93
balleghaniensis_gt25C_r1_mt25_data,Betula,alleghaniensis,gt25,r1,mt25,24.992822965,0.405910840070811,302.680386159637,1.93
balleghaniensis_gt25C_r1_mt32_data,Betula,alleghaniensis,gt25,r1,mt32,31.9942467023077,0.778546525845222,302.680386159637,1.93
balleghaniensis_gt25C_r1_mt41_data,Betula,alleghaniensis,gt25,r1,mt41,40.9780549276923,1.40831885904977,302.680386159637,1.93
balleghaniensis_gt25C_r1_mt50_data,Betula,alleghaniensis,gt25,r1,mt50,44.065125465,1.62096736442911,302.680386159637,1.93
balleghaniensis_gt25C_r2_mt14_data,Betula,alleghaniensis,gt25,r2,mt14,13.9214701276923,0.463700808546049,314.731644063689,2.14
balleghaniensis_gt25C_r2_mt23_data,Betula,alleghaniensis,gt25,r2,mt23,23.04511217,0.836636456248158,314.731644063689,2.14
balleghaniensis_gt25C_r2_mt25_data,Betula,alleghaniensis,gt25,r2,mt25,24.9508479184615,0.935844620713326,314.731644063689,2.14
balleghaniensis_gt25C_r2_mt32_data,Betula,alleghaniensis,gt25,r2,mt32,32.0216745230769,1.37110517555192,314.731644063689,2.14
balleghaniensis_gt25C_r2_mt41_data,Betula,alleghaniensis,gt25,r2,mt41,41.0228174646154,2.06400779857038,314.731644063689,2.14
balleghaniensis_gt25C_r2_mt50_data,Betula,alleghaniensis,gt25,r2,mt50,45.5929603569231,2.45775659003505,314.731644063689,2.14
balleghaniensis_gt25C_r3_mt14_data,Betula,alleghaniensis,gt25,r3,mt14,13.9087795846154,0.275232360187103,223.794803439905,1.22
balleghaniensis_gt25C_r3_mt23_data,Betula,alleghaniensis,gt25,r3,mt23,23.0149952807692,0.566279938593791,223.794803439905,1.22
balleghaniensis_gt25C_r3_mt25_data,Betula,alleghaniensis,gt25,r3,mt25,25.0728370961538,0.650674748121911,223.794803439905,1.22
balleghaniensis_gt25C_r3_mt32_data,Betula,alleghaniensis,gt25,r3,mt32,32.0482177753846,0.97531059593597,223.794803439905,1.22
balleghaniensis_gt25C_r3_mt41_data,Betula,alleghaniensis,gt25,r3,mt41,41.0320877669231,1.41307658287892,223.794803439905,1.22
balleghaniensis_gt25C_r3_mt50_data,Betula,alleghaniensis,gt25,r3,mt50,46.3705048184615,1.62550772237486,223.794803439905,1.22
balleghaniensis_gt30C_r1_mt14_data,Betula,alleghaniensis,gt30,r1,mt14,14.035988,0.158943595001152,231.586821320346,1.55
balleghaniensis_gt30C_r1_mt23_data,Betula,alleghaniensis,gt30,r1,mt23,22.8984373416667,0.623212858020603,231.586821320346,1.55
balleghaniensis_gt30C_r1_mt30_data,Betula,alleghaniensis,gt30,r1,mt30,29.9678403533333,1.26678845689666,231.586821320346,1.55
balleghaniensis_gt30C_r1_mt32_data,Betula,alleghaniensis,gt30,r1,mt32,31.9634786753846,1.45587234360323,231.586821320346,1.55
balleghaniensis_gt30C_r1_mt41_data,Betula,alleghaniensis,gt30,r1,mt41,40.9463289707692,1.95152039712092,231.586821320346,1.55
balleghaniensis_gt30C_r1_mt50_data,Betula,alleghaniensis,gt30,r1,mt50,44.3105691761538,1.8926791575915,231.586821320346,1.55
balleghaniensis_gt30C_r2_mt14_data,Betula,alleghaniensis,gt30,r2,mt14,14.0753324953846,0.463695573384755,291.044643628931,1.94
balleghaniensis_gt30C_r2_mt23_data,Betula,alleghaniensis,gt30,r2,mt23,23.0236365969231,0.799941245334758,291.044643628931,1.94
balleghaniensis_gt30C_r2_mt30_data,Betula,alleghaniensis,gt30,r2,mt30,30.00054741,1.1183516901337,291.044643628931,1.94
balleghaniensis_gt30C_r2_mt32_data,Betula,alleghaniensis,gt30,r2,mt32,32.0176733446154,1.21411877482224,291.044643628931,1.94
balleghaniensis_gt30C_r2_mt41_data,Betula,alleghaniensis,gt30,r2,mt41,41.0595260030769,1.61806201477873,291.044643628931,1.94
balleghaniensis_gt30C_r2_mt50_data,Betula,alleghaniensis,gt30,r2,mt50,43.7209144023077,1.7168812214335,291.044643628931,1.94
balleghaniensis_gt30C_r3_mt14_data,Betula,alleghaniensis,gt30,r3,mt14,14.0130121523077,0.285567290850462,285.763437025454,1.88
balleghaniensis_gt30C_r3_mt23_data,Betula,alleghaniensis,gt30,r3,mt23,23.0864335561538,0.709157306718239,285.763437025454,1.88
balleghaniensis_gt30C_r3_mt30_data,Betula,alleghaniensis,gt30,r3,mt30,29.9655076538462,1.17619421395194,285.763437025454,1.88
balleghaniensis_gt30C_r3_mt32_data,Betula,alleghaniensis,gt30,r3,mt32,31.9357239646154,1.3205073779408,285.763437025454,1.88
balleghaniensis_gt30C_r3_mt41_data,Betula,alleghaniensis,gt30,r3,mt41,40.9877871,1.90172232714703,285.763437025454,1.88
balleghaniensis_gt30C_r3_mt50_data,Betula,alleghaniensis,gt30,r3,mt50,46.0237893323077,2.06874804261438,285.763437025454,1.88
balleghaniensis_gt35C_r1_mt14_data,Betula,alleghaniensis,gt35,r1,mt14,14.0734128215385,0.203270668603522,251.648486321772,2.73
balleghaniensis_gt35C_r1_mt23_data,Betula,alleghaniensis,gt35,r1,mt23,23.0132365592308,0.675808842291199,251.648486321772,2.73
balleghaniensis_gt35C_r1_mt35_data,Betula,alleghaniensis,gt35,r1,mt35,34.9784275946154,1.75123677420581,251.648486321772,2.73
balleghaniensis_gt35C_r1_mt32_data,Betula,alleghaniensis,gt35,r1,mt32,32.005976835,1.48269133360122,251.648486321772,2.73
balleghaniensis_gt35C_r1_mt41_data,Betula,alleghaniensis,gt35,r1,mt41,41.0121571461538,2.12922789458115,251.648486321772,2.73
balleghaniensis_gt35C_r1_mt50_data,Betula,alleghaniensis,gt35,r1,mt50,44.0152146025,2.18558549377069,251.648486321772,2.73
balleghaniensis_gt35C_r2_mt14_data,Betula,alleghaniensis,gt35,r2,mt14,13.9165467476923,0.407392293570759,363.541974919966,3.42
balleghaniensis_gt35C_r2_mt23_data,Betula,alleghaniensis,gt35,r2,mt23,23.0239351730769,0.845474794083096,363.541974919966,3.42
balleghaniensis_gt35C_r2_mt35_data,Betula,alleghaniensis,gt35,r2,mt35,35.0005290684615,1.68409122662652,363.541974919966,3.42
balleghaniensis_gt35C_r2_mt32_data,Betula,alleghaniensis,gt35,r2,mt32,31.9775133861538,1.45695532959614,363.541974919966,3.42
balleghaniensis_gt35C_r2_mt41_data,Betula,alleghaniensis,gt35,r2,mt41,41.0144383376923,2.11933614470282,363.541974919966,3.42
balleghaniensis_gt35C_r2_mt50_data,Betula,alleghaniensis,gt35,r2,mt50,44.9005467323077,2.35926118651732,363.541974919966,3.42
balleghaniensis_gt35C_r3_mt14_data,Betula,alleghaniensis,gt35,r3,mt14,13.9402976392308,0.471314497064841,331.37754307411,3.52
balleghaniensis_gt35C_r3_mt23_data,Betula,alleghaniensis,gt35,r3,mt23,22.9357760507692,1.01561424303109,331.37754307411,3.52
balleghaniensis_gt35C_r3_mt35_data,Betula,alleghaniensis,gt35,r3,mt35,35.0519729030769,1.95558314601734,331.37754307411,3.52
balleghaniensis_gt35C_r3_mt32_data,Betula,alleghaniensis,gt35,r3,mt32,32.0179045753846,1.72880864406483,331.37754307411,3.52
balleghaniensis_gt35C_r3_mt41_data,Betula,alleghaniensis,gt35,r3,mt41,40.9369903,2.29794966682342,331.37754307411,3.52
balleghaniensis_gt35C_r3_mt50_data,Betula,alleghaniensis,gt35,r3,mt50,46.5706678546154,2.43595884056984,331.37754307411,3.52
bpapyrifera_gt15C_r1_mt14_data,Betula,papyrifera,gt15,r1,mt14,14.0309090909091,0.854596774697129,131.248804815571,2.06
bpapyrifera_gt15C_r1_mt23_data,Betula,papyrifera,gt15,r1,mt23,23.0018181818182,1.9004794175582,131.248804815571,2.06
bpapyrifera_gt15C_r1_mt15_data,Betula,papyrifera,gt15,r1,mt15,15.8272727272727,1.01762173547321,131.248804815571,2.06
bpapyrifera_gt15C_r1_mt32_data,Betula,papyrifera,gt15,r1,mt32,32.1709090909091,3.56505471542456,131.248804815571,2.06
bpapyrifera_gt15C_r1_mt41_data,Betula,papyrifera,gt15,r1,mt41,40.9845454545455,5.45698777811967,131.248804815571,2.06
bpapyrifera_gt15C_r1_mt50_data,Betula,papyrifera,gt15,r1,mt50,45.54,6.348160251538,131.248804815571,2.06
bpapyrifera_gt15C_r2_mt14_data,Betula,papyrifera,gt15,r2,mt14,13.9209090909091,0.399834113275642,130.239265158809,2.03
bpapyrifera_gt15C_r2_mt23_data,Betula,papyrifera,gt15,r2,mt23,22.9990909090909,1.30651076492918,130.239265158809,2.03
bpapyrifera_gt15C_r2_mt15_data,Betula,papyrifera,gt15,r2,mt15,15.4754545454545,0.503877111706505,130.239265158809,2.03
bpapyrifera_gt15C_r2_mt32_data,Betula,papyrifera,gt15,r2,mt32,32.0254545454545,2.84660085182119,130.239265158809,2.03
bpapyrifera_gt15C_r2_mt41_data,Betula,papyrifera,gt15,r2,mt41,41.0372727272727,4.16699679503402,130.239265158809,2.03
