,Genus,Species,gt,rep,mt,Tav,Rmt,SLA,N
ppratensis_gt15C_r3_mt50_data,Poa,pratensis,gt15,r3,mt50,43.1263636363636,3.5734221233952,157.180533316693,3.46
ppratensis_gt15C_r4_mt14_data,Poa,pratensis,gt15,r4,mt14,13.94,0.337137026788793,158.014703268139,3.47
ppratensis_gt15C_r4_mt23_data,Poa,pratensis,gt15,r4,mt23,23.06,0.70814026389056,158.014703268139,3.47
ppratensis_gt15C_r4_mt32_data,Poa,pratensis,gt15,r4,mt32,32.0390909090909,1.42020460897934,158.014703268139,3.47
ppratensis_gt15C_r4_mt41_data,Poa,pratensis,gt15,r4,mt41,40.9345454545455,2.73522064864175,158.014703268139,3.47
ppratensis_gt15C_r4_mt50_data,Poa,pratensis,gt15,r4,mt50,43.0618181818182,3.18334026011841,158.014703268139,3.47
ppratensis_gt20C_r1_mt14_data,Poa,pratensis,gt20,r1,mt14,13.9863636363636,0.338250555693511,136.671806437734,1.63
ppratensis_gt20C_r1_mt23_data,Poa,pratensis,gt20,r1,mt23,22.9509090909091,0.899558908748459,136.671806437734,1.63
ppratensis_gt20C_r1_mt20_data,Poa,pratensis,gt20,r1,mt20,19.9445454545455,0.673793402327205,136.671806437734,1.63
ppratensis_gt20C_r1_mt32_data,Poa,pratensis,gt20,r1,mt32,31.9645454545455,1.68948115040253,136.671806437734,1.63
ppratensis_gt20C_r1_mt41_data,Poa,pratensis,gt20,r1,mt41,41.0090909090909,2.2274668567179,136.671806437734,1.63
ppratensis_gt20C_r1_mt50_data,Poa,pratensis,gt20,r1,mt50,45.0788888888889,2.24549452158681,136.671806437734,1.63
ppratensis_gt20C_r2_mt14_data,Poa,pratensis,gt20,r2,mt14,14.0372727272727,0.235948416591338,144.268917261776,1.84
ppratensis_gt20C_r2_mt23_data,Poa,pratensis,gt20,r2,mt23,22.9654545454545,0.657530101437733,144.268917261776,1.84
ppratensis_gt20C_r2_mt20_data,Poa,pratensis,gt20,r2,mt20,19.9409090909091,0.483387497083439,144.268917261776,1.84
ppratensis_gt20C_r2_mt32_data,Poa,pratensis,gt20,r2,mt32,32.0922222222222,1.30173891583943,144.268917261776,1.84
ppratensis_gt20C_r2_mt41_data,Poa,pratensis,gt20,r2,mt41,41.0945454545455,1.7791620457238,144.268917261776,1.84
ppratensis_gt20C_r2_mt50_data,Poa,pratensis,gt20,r2,mt50,44.2872727272727,1.82353622265211,144.268917261776,1.84
ppratensis_gt20C_r3_mt14_data,Poa,pratensis,gt20,r3,mt14,13.9636363636364,0.391833357406165,126.466873456867,1.29
ppratensis_gt20C_r3_mt23_data,Poa,pratensis,gt20,r3,mt23,22.9518181818182,0.813950203698292,126.466873456867,1.29
ppratensis_gt20C_r3_mt20_data,Poa,pratensis,gt20,r3,mt20,19.9545454545455,0.654651971522364,126.466873456867,1.29
ppratensis_gt20C_r3_mt32_data,Poa,pratensis,gt20,r3,mt32,31.9545454545455,1.33903979749684,126.466873456867,1.29
ppratensis_gt20C_r3_mt41_data,Poa,pratensis,gt20,r3,mt41,40.9927272727273,1.74317476867573,126.466873456867,1.29
ppratensis_gt20C_r3_mt50_data,Poa,pratensis,gt20,r3,mt50,44.9690909090909,1.81637385621071,126.466873456867,1.29
ppratensis_gt20C_r4_mt14_data,Poa,pratensis,gt20,r4,mt14,13.9181818181818,0.249055670572847,124.294875173143,1.45
ppratensis_gt20C_r4_mt23_data,Poa,pratensis,gt20,r4,mt23,23.0336363636364,0.618027423789179,124.294875173143,1.45
ppratensis_gt20C_r4_mt20_data,Poa,pratensis,gt20,r4,mt20,19.9709090909091,0.474739522926742,124.294875173143,1.45
ppratensis_gt20C_r4_mt32_data,Poa,pratensis,gt20,r4,mt32,31.9809090909091,1.04935451331175,124.294875173143,1.45
ppratensis_gt20C_r4_mt41_data,Poa,pratensis,gt20,r4,mt41,41.0390909090909,1.2437282242701,124.294875173143,1.45
ppratensis_gt20C_r4_mt50_data,Poa,pratensis,gt20,r4,mt50,45.0490909090909,1.19212844837018,124.294875173143,1.45
ppratensis_gt25C_r1_mt14_data,Poa,pratensis,gt25,r1,mt14,13.9518181818182,0.434355840002432,126.716020022145,1.85
ppratensis_gt25C_r1_mt23_data,Poa,pratensis,gt25,r1,mt23,31.9672727272727,1.90874206797856,126.716020022145,1.85
ppratensis_gt25C_r1_mt32_data,Poa,pratensis,gt25,r1,mt32,31.9672727272727,1.90874206797856,126.716020022145,1.85
ppratensis_gt25C_r1_mt41_data,Poa,pratensis,gt25,r1,mt41,41.0063636363636,3.59574073061677,126.716020022145,1.85
ppratensis_gt25C_r1_mt50_data,Poa,pratensis,gt25,r1,mt50,44.8863636363636,4.61430903304862,126.716020022145,1.85
ppratensis_gt25C_r2_mt14_data,Poa,pratensis,gt25,r2,mt14,13.9690909090909,0.709365167100139,111.571865725937,2.25
ppratensis_gt25C_r2_mt23_data,Poa,pratensis,gt25,r2,mt23,23.0045454545455,0.891302539921424,111.571865725937,2.25
ppratensis_gt25C_r2_mt32_data,Poa,pratensis,gt25,r2,mt32,32.083,1.3623189132914,111.571865725937,2.25
ppratensis_gt25C_r2_mt41_data,Poa,pratensis,gt25,r2,mt41,40.9763636363636,2.4947480465558,111.571865725937,2.25
ppratensis_gt25C_r2_mt50_data,Poa,pratensis,gt25,r2,mt50,44.6636363636364,3.38716634377357,111.571865725937,2.25
ppratensis_gt25C_r3_mt14_data,Poa,pratensis,gt25,r3,mt14,14.0090909090909,0.417478489182135,113.281252655029,1.82
ppratensis_gt25C_r3_mt23_data,Poa,pratensis,gt25,r3,mt23,23.2081818181818,0.941403954184903,113.281252655029,1.82
ppratensis_gt25C_r3_mt32_data,Poa,pratensis,gt25,r3,mt32,32.01,1.68170944548517,113.281252655029,1.82
ppratensis_gt25C_r3_mt41_data,Poa,pratensis,gt25,r3,mt41,40.9981818181818,2.49088529024245,113.281252655029,1.82
ppratensis_gt25C_r3_mt50_data,Poa,pratensis,gt25,r3,mt50,45.2281818181818,2.79462212804983,113.281252655029,1.82
ppratensis_gt30C_r1_mt14_data,Poa,pratensis,gt30,r1,mt14,13.9981818181818,0.234631191535672,149.879040120671,1.8
ppratensis_gt30C_r1_mt23_data,Poa,pratensis,gt30,r1,mt23,22.9418181818182,0.737841953404007,149.879040120671,1.8
ppratensis_gt30C_r1_mt30_data,Poa,pratensis,gt30,r1,mt30,29.9972727272727,1.3357513247595,149.879040120671,1.8
ppratensis_gt30C_r1_mt32_data,Poa,pratensis,gt30,r1,mt32,31.9863636363636,1.50285159654683,149.879040120671,1.8
ppratensis_gt30C_r1_mt41_data,Poa,pratensis,gt30,r1,mt41,40.9481818181818,1.95157910978988,149.879040120671,1.8
ppratensis_gt30C_r1_mt50_data,Poa,pratensis,gt30,r1,mt50,45.5375,1.88037983798503,149.879040120671,1.8
ppratensis_gt30C_r2_mt14_data,Poa,pratensis,gt30,r2,mt14,13.8818181818182,0.443692494434723,153.320241828951,1.91
ppratensis_gt30C_r2_mt23_data,Poa,pratensis,gt30,r2,mt23,23.0027272727273,0.450290247657001,153.320241828951,1.91
ppratensis_gt30C_r2_mt30_data,Poa,pratensis,gt30,r2,mt30,29.9227272727273,0.539778890435649,153.320241828951,1.91
ppratensis_gt30C_r2_mt32_data,Poa,pratensis,gt30,r2,mt32,31.9390909090909,0.584984026432795,153.320241828951,1.91
ppratensis_gt30C_r2_mt41_data,Poa,pratensis,gt30,r2,mt41,40.9345454545455,0.97471303561145,153.320241828951,1.91
ppratensis_gt30C_r2_mt50_data,Poa,pratensis,gt30,r2,mt50,45.1036363636364,1.34326457517523,153.320241828951,1.91
ppratensis_gt30C_r3_mt14_data,Poa,pratensis,gt30,r3,mt14,13.9736363636364,0.329648015798517,141.508385999217,2.1
ppratensis_gt30C_r3_mt23_data,Poa,pratensis,gt30,r3,mt23,22.9381818181818,0.846959727841964,141.508385999217,2.1
ppratensis_gt30C_r3_mt30_data,Poa,pratensis,gt30,r3,mt30,29.9627272727273,1.35774894929372,141.508385999217,2.1
ppratensis_gt30C_r3_mt32_data,Poa,pratensis,gt30,r3,mt32,32.0427272727273,1.49252297874262,141.508385999217,2.1
ppratensis_gt30C_r3_mt41_data,Poa,pratensis,gt30,r3,mt41,40.9690909090909,1.77293255823582,141.508385999217,2.1
ppratensis_gt30C_r3_mt50_data,Poa,pratensis,gt30,r3,mt50,46.0154545454545,1.65208570201874,141.508385999217,2.1
ppratensis_gt30C_r4_mt14_data,Poa,pratensis,gt30,r4,mt14,13.9090909090909,0.529922926682933,161.652162695789,2.26
ppratensis_gt30C_r4_mt23_data,Poa,pratensis,gt30,r4,mt23,23.0272727272727,0.532875036997725,161.652162695789,2.26
ppratensis_gt30C_r4_mt30_data,Poa,pratensis,gt30,r4,mt30,29.9690909090909,0.640588662194117,161.652162695789,2.26
ppratensis_gt30C_r4_mt32_data,Poa,pratensis,gt30,r4,mt32,31.963,0.695070361894165,161.652162695789,2.26
ppratensis_gt30C_r4_mt50_data,Poa,pratensis,gt30,r4,mt50,45.6718181818182,1.72421577322346,161.652162695789,2.26
ppratensis_gt35C_r1_mt14_data,Poa,pratensis,gt35,r1,mt14,13.9830769230769,0.379054058101654,142.07296100083,1.79
ppratensis_gt35C_r1_mt23_data,Poa,pratensis,gt35,r1,mt23,22.9684615384615,0.947512470810237,142.07296100083,1.79
ppratensis_gt35C_r1_mt35_data,Poa,pratensis,gt35,r1,mt35,34.9815384615385,1.95840787820243,142.07296100083,1.79
ppratensis_gt35C_r1_mt32_data,Poa,pratensis,gt35,r1,mt32,31.9561538461538,1.72125300407862,142.07296100083,1.79
ppratensis_gt35C_r1_mt41_data,Poa,pratensis,gt35,r1,mt41,41.0084615384615,2.2736550917041,142.07296100083,1.79
ppratensis_gt35C_r1_mt50_data,Poa,pratensis,gt35,r1,mt50,45.8407692307692,2.31010829818113,142.07296100083,1.79
ppratensis_gt35C_r2_mt14_data,Poa,pratensis,gt35,r2,mt14,13.8925153292308,0.376697787056134,100.071561173395,1.7
ppratensis_gt35C_r2_mt23_data,Poa,pratensis,gt35,r2,mt23,22.9937673715385,0.326768282639603,100.071561173395,1.7
ppratensis_gt35C_r2_mt35_data,Poa,pratensis,gt35,r2,mt35,35.0326998792308,0.605900726249836,100.071561173395,1.7
ppratensis_gt35C_r2_mt32_data,Poa,pratensis,gt35,r2,mt32,31.9700759,0.474671634456595,100.071561173395,1.7
ppratensis_gt35C_r2_mt41_data,Poa,pratensis,gt35,r2,mt41,41.0746856107692,1.16722194460031,100.071561173395,1.7
ppratensis_gt35C_r2_mt50_data,Poa,pratensis,gt35,r2,mt50,47.1146410430769,2.83218470646648,100.071561173395,1.7
ppratensis_gt35C_r3_mt14_data,Poa,pratensis,gt35,r3,mt14,13.9615384615385,0.241986768855633,133.834749684183,1.81
ppratensis_gt35C_r3_mt23_data,Poa,pratensis,gt35,r3,mt23,23.0015384615385,0.623974186225661,133.834749684183,1.81
ppratensis_gt35C_r3_mt35_data,Poa,pratensis,gt35,r3,mt35,34.9946153846154,1.20374593609582,133.834749684183,1.81
ppratensis_gt35C_r3_mt32_data,Poa,pratensis,gt35,r3,mt32,31.9715384615385,1.08791353441919,133.834749684183,1.81
ppratensis_gt35C_r3_mt41_data,Poa,pratensis,gt35,r3,mt41,40.9438461538462,1.29391717154371,133.834749684183,1.81
ppratensis_gt35C_r3_mt50_data,Poa,pratensis,gt35,r3,mt50,46.2446153846154,1.19757026487903,133.834749684183,1.81
ppratensis_gt35C_r4_mt14_data,Poa,pratensis,gt35,r4,mt14,13.8938461538462,0.23619058966178,164.950330981087,2.01
ppratensis_gt35C_r4_mt23_data,Poa,pratensis,gt35,r4,mt23,23.0807692307692,0.332492922885884,164.950330981087,2.01
ppratensis_gt35C_r4_mt35_data,Poa,pratensis,gt35,r4,mt35,35.0153846153846,0.602209418219285,164.950330981087,2.01
ppratensis_gt35C_r4_mt32_data,Poa,pratensis,gt35,r4,mt32,32.0215384615385,0.510659207553699,164.950330981087,2.01
ppratensis_gt35C_r4_mt41_data,Poa,pratensis,gt35,r4,mt41,41.06,0.867830974587142,164.950330981087,2.01
ppratensis_gt35C_r4_mt50_data,Poa,pratensis,gt35,r4,mt50,46.6407692307692,1.26380875024092,164.950330981087,2.01
qvirginiana_gt15C_r4_mt14_data,Quercus,virginiana,gt15,r4,mt14,12.7875327323077,0.552472820354814,73.5587866007374,1.56
qvirginiana_gt15C_r4_mt23_data,Quercus,virginiana,gt15,r4,mt23,23.0509169435714,1.20033750473253,73.5587866007374,1.56
qvirginiana_gt15C_r4_mt15_data,Quercus,virginiana,gt15,r4,mt15,14.2195901146154,0.62063976942061,73.5587866007374,1.56
qvirginiana_gt15C_r4_mt32_data,Quercus,virginiana,gt15,r4,mt32,32.0720012361538,2.12447935990475,73.5587866007374,1.56
qvirginiana_gt15C_r4_mt41_data,Quercus,virginiana,gt15,r4,mt41,41.0755342315385,3.38615057411344,73.5587866007374,1.56
qvirginiana_gt15C_r4_mt50_data,Quercus,virginiana,gt15,r4,mt50,45.7495381284615,4.14070373197698,73.5587866007374,1.56
qvirginiana_gt15C_r5_mt14_data,Quercus,virginiana,gt15,r5,mt14,14.0111165415385,0.477455473638995,65.2078539469271,1.39
qvirginiana_gt15C_r5_mt23_data,Quercus,virginiana,gt15,r5,mt23,23.0484299641667,1.15917235617406,65.2078539469271,1.39
qvirginiana_gt15C_r5_mt15_data,Quercus,virginiana,gt15,r5,mt15,15.1455764761538,0.540497330951297,65.2078539469271,1.39
qvirginiana_gt15C_r5_mt32_data,Quercus,virginiana,gt15,r5,mt32,32.0682487477778,2.23162835188564,65.2078539469271,1.39
qvirginiana_gt15C_r5_mt41_data,Quercus,virginiana,gt15,r5,mt41,41.0421497623077,3.40808475760763,65.2078539469271,1.39
qvirginiana_gt15C_r5_mt50_data,Quercus,virginiana,gt15,r5,mt50,44.3551072330769,3.76189241470759,65.2078539469271,1.39
qvirginiana_gt15C_r6_mt14_data,Quercus,virginiana,gt15,r6,mt14,14.04978136,0.578474756928743,68.2142850808674,1.35
qvirginiana_gt15C_r6_mt23_data,Quercus,virginiana,gt15,r6,mt23,23.0459327709091,1.14010519009133,68.2142850808674,1.35
qvirginiana_gt15C_r6_mt15_data,Quercus,virginiana,gt15,r6,mt15,14.9515010384615,0.622337041685909,68.2142850808674,1.35
qvirginiana_gt15C_r6_mt41_data,Quercus,virginiana,gt15,r6,mt41,41.0791540884615,3.16424978551008,68.2142850808674,1.35
qvirginiana_gt15C_r6_mt50_data,Quercus,virginiana,gt15,r6,mt50,46.8611588115385,3.98833713907666,68.2142850808674,1.35
qvirginiana_gt20C_r1_mt14_data,Quercus,virginiana,gt20,r1,mt14,13.9915384615385,0.585446608389954,107.665156196302,2.38
qvirginiana_gt20C_r1_mt23_data,Quercus,virginiana,gt20,r1,mt23,22.9638461538462,1.02341774451599,107.665156196302,2.38
qvirginiana_gt20C_r1_mt20_data,Quercus,virginiana,gt20,r1,mt20,19.9615384615385,0.844064461362243,107.665156196302,2.38
qvirginiana_gt20C_r1_mt32_data,Quercus,virginiana,gt20,r1,mt32,32.0469230769231,1.89924376631352,107.665156196302,2.38
qvirginiana_gt20C_r1_mt41_data,Quercus,virginiana,gt20,r1,mt41,40.9609090909091,3.66924459692883,107.665156196302,2.38
qvirginiana_gt20C_r1_mt50_data,Quercus,virginiana,gt20,r1,mt50,45.4153846153846,5.19796789379829,107.665156196302,2.38
qvirginiana_gt20C_r2_mt14_data,Quercus,virginiana,gt20,r2,mt14,14.0246153846154,0.728204053517164,93.2317045599161,2.07
qvirginiana_gt20C_r2_mt23_data,Quercus,virginiana,gt20,r2,mt23,22.99,1.51011118494484,93.2317045599161,2.07
qvirginiana_gt20C_r2_mt20_data,Quercus,virginiana,gt20,r2,mt20,19.94,1.18848803305171,93.2317045599161,2.07
qvirginiana_gt20C_r2_mt32_data,Quercus,virginiana,gt20,r2,mt32,32.0523076923077,2.9192690667022,93.2317045599161,2.07
qvirginiana_gt20C_r2_mt41_data,Quercus,virginiana,gt20,r2,mt41,41.0169230769231,5.18687028488062,93.2317045599161,2.07
qvirginiana_gt20C_r2_mt50_data,Quercus,virginiana,gt20,r2,mt50,45.9323076923077,6.88045953588078,93.2317045599161,2.07
qvirginiana_gt20C_r3_mt14_data,Quercus,virginiana,gt20,r3,mt14,14.1207692307692,0.499447063368386,78.4563124262167,1.5
qvirginiana_gt20C_r3_mt23_data,Quercus,virginiana,gt20,r3,mt23,23.0715384615385,1.20778394814627,78.4563124262167,1.5
qvirginiana_gt20C_r3_mt20_data,Quercus,virginiana,gt20,r3,mt20,19.9444444444444,0.90523531937801,78.4563124262167,1.5
qvirginiana_gt20C_r3_mt32_data,Quercus,virginiana,gt20,r3,mt32,31.9784615384615,2.43866774215695,78.4563124262167,1.5
qvirginiana_gt20C_r3_mt41_data,Quercus,virginiana,gt20,r3,mt41,41.0730769230769,4.16916213934651,78.4563124262167,1.5
qvirginiana_gt20C_r3_mt50_data,Quercus,virginiana,gt20,r3,mt50,46.7753846153846,5.31514263265415,78.4563124262167,1.5
qvirginiana_gt25C_r1_mt14_data,Quercus,virginiana,gt25,r1,mt14,13.9280443207692,0.463180418428122,85.6480944198297,1.34
qvirginiana_gt25C_r1_mt23_data,Quercus,virginiana,gt25,r1,mt23,22.87013186,1.05853609678166,85.6480944198297,1.34
qvirginiana_gt25C_r1_mt25_data,Quercus,virginiana,gt25,r1,mt25,24.9687627653846,1.25331135455115,85.6480944198297,1.34
qvirginiana_gt25C_r1_mt32_data,Quercus,virginiana,gt25,r1,mt32,31.97883606,2.05622103163782,85.6480944198297,1.34
qvirginiana_gt25C_r1_mt41_data,Quercus,virginiana,gt25,r1,mt41,40.9838858392308,3.32265790329666,85.6480944198297,1.34
qvirginiana_gt25C_r1_mt50_data,Quercus,virginiana,gt25,r1,mt50,45.9800643930769,4.02012877108178,85.6480944198297,1.34
qvirginiana_gt25C_r2_mt14_data,Quercus,virginiana,gt25,r2,mt14,13.98082381,0.68042490436506,88.3847032594069,1.76
qvirginiana_gt25C_r2_mt23_data,Quercus,virginiana,gt25,r2,mt23,22.9138757253846,0.873093434476268,88.3847032594069,1.76
qvirginiana_gt25C_r2_mt25_data,Quercus,virginiana,gt25,r2,mt25,25.0436093253846,0.953693608327613,88.3847032594069,1.76
qvirginiana_gt25C_r2_mt32_data,Quercus,virginiana,gt25,r2,mt32,32.0188723353846,1.37654179286638,88.3847032594069,1.76
qvirginiana_gt25C_r2_mt41_data,Quercus,virginiana,gt25,r2,mt41,41.0217167784615,2.6364389468388,88.3847032594069,1.76
qvirginiana_gt25C_r2_mt50_data,Quercus,virginiana,gt25,r2,mt50,45.4497384292308,3.90361074381761,88.3847032594069,1.76
qvirginiana_gt25C_r3_mt14_data,Quercus,virginiana,gt25,r3,mt14,13.9348035961538,0.362390539209675,84.8357029359092,1.12
qvirginiana_gt25C_r3_mt23_data,Quercus,virginiana,gt25,r3,mt23,22.9840030669231,0.772605050019421,84.8357029359092,1.12
qvirginiana_gt25C_r3_mt25_data,Quercus,virginiana,gt25,r3,mt25,24.944943238,0.892046606803656,84.8357029359092,1.12
qvirginiana_gt25C_r3_mt32_data,Quercus,virginiana,gt25,r3,mt32,32.0000798146154,1.40937448729614,84.8357029359092,1.12
qvirginiana_gt25C_r3_mt41_data,Quercus,virginiana,gt25,r3,mt41,41.0756926525,2.21194200332906,84.8357029359092,1.12
qvirginiana_gt25C_r3_mt50_data,Quercus,virginiana,gt25,r3,mt50,46.0572603661538,2.65231088431887,84.8357029359092,1.12
qvirginiana_gt30C_r2_mt14_data,Quercus,virginiana,gt30,r2,mt14,13.9169230769231,0.273438818932273,106.103891625485,2.5
qvirginiana_gt30C_r2_mt23_data,Quercus,virginiana,gt30,r2,mt23,22.8692307692308,0.580597218267865,106.103891625485,2.5
qvirginiana_gt30C_r2_mt30_data,Quercus,virginiana,gt30,r2,mt30,29.8584615384615,0.988757006801074,106.103891625485,2.5
qvirginiana_gt30C_r2_mt32_data,Quercus,virginiana,gt30,r2,mt32,32.0076923076923,1.15330089598739,106.103891625485,2.5
qvirginiana_gt30C_r2_mt41_data,Quercus,virginiana,gt30,r2,mt41,41.0061538461538,2.09004076742185,106.103891625485,2.5
qvirginiana_gt30C_r2_mt50_data,Quercus,virginiana,gt30,r2,mt50,44.6530769230769,2.59915421006342,106.103891625485,2.5
qvirginiana_gt30C_r3_mt14_data,Quercus,virginiana,gt30,r3,mt14,13.9207692307692,0.313339533907335,91.1762040319212,2.03
qvirginiana_gt30C_r3_mt23_data,Quercus,virginiana,gt30,r3,mt23,23.0853846153846,0.607176210353915,91.1762040319212,2.03
qvirginiana_gt30C_r3_mt30_data,Quercus,virginiana,gt30,r3,mt30,30.0653846153846,1.00818155444417,91.1762040319212,2.03
qvirginiana_gt30C_r3_mt32_data,Quercus,virginiana,gt30,r3,mt32,32.0176923076923,1.16239456382939,91.1762040319212,2.03
qvirginiana_gt30C_r3_mt41_data,Quercus,virginiana,gt30,r3,mt41,41.0638461538462,2.25434977039091,91.1762040319212,2.03
qvirginiana_gt30C_r3_mt50_data,Quercus,virginiana,gt30,r3,mt50,45.0038461538462,3.01268188686298,91.1762040319212,2.03
qvirginiana_gt35C_r1_mt14_data,Quercus,virginiana,gt35,r1,mt14,14.0284615384615,0.574668259430755,112.662435290922,2.73
qvirginiana_gt35C_r1_mt23_data,Quercus,virginiana,gt35,r1,mt23,23.0815384615385,1.29440769260526,112.662435290922,2.73
qvirginiana_gt35C_r1_mt35_data,Quercus,virginiana,gt35,r1,mt35,35.0330769230769,2.50020660333383,112.662435290922,2.73
qvirginiana_gt35C_r1_mt32_data,Quercus,virginiana,gt35,r1,mt32,32.0061538461538,2.21257788836415,112.662435290922,2.73
qvirginiana_gt35C_r1_mt41_data,Quercus,virginiana,gt35,r1,mt41,41.0553846153846,2.91458268926577,112.662435290922,2.73
qvirginiana_gt35C_r1_mt50_data,Quercus,virginiana,gt35,r1,mt50,44.9984615384615,3.02038037775264,112.662435290922,2.73
qvirginiana_gt35C_r2_mt14_data,Quercus,virginiana,gt35,r2,mt14,14.0684615384615,0.932011805433307,145.049924733594,2.18
qvirginiana_gt35C_r2_mt23_data,Quercus,virginiana,gt35,r2,mt23,23.0130769230769,1.30206437478041,145.049924733594,2.18
qvirginiana_gt35C_r2_mt35_data,Quercus,virginiana,gt35,r2,mt35,35.0307692307692,2.16995887656622,145.049924733594,2.18
qvirginiana_gt35C_r2_mt32_data,Quercus,virginiana,gt35,r2,mt32,31.9630769230769,1.89198198007335,145.049924733594,2.18
qvirginiana_gt35C_r2_mt41_data,Quercus,virginiana,gt35,r2,mt41,41.0007692307692,2.87100090410288,145.049924733594,2.18
qvirginiana_gt35C_r2_mt50_data,Quercus,virginiana,gt35,r2,mt50,43.6453846153846,3.26819849081354,145.049924733594,2.18
qvirginiana_gt35C_r3_mt14_data,Quercus,virginiana,gt35,r3,mt14,14.1107692307692,0.212668653718565,103.506307208583,2.24
qvirginiana_gt35C_r3_mt23_data,Quercus,virginiana,gt35,r3,mt23,22.9938461538462,0.732469378135305,103.506307208583,2.24
qvirginiana_gt35C_r3_mt35_data,Quercus,virginiana,gt35,r3,mt35,35.0130769230769,2.08413490257015,103.506307208583,2.24
qvirginiana_gt35C_r3_mt32_data,Quercus,virginiana,gt35,r3,mt32,32.0515384615385,1.72238241522083,103.506307208583,2.24
qvirginiana_gt35C_r3_mt41_data,Quercus,virginiana,gt35,r3,mt41,41.0253846153846,2.68211319139562,103.506307208583,2.24
qvirginiana_gt35C_r3_mt50_data,Quercus,virginiana,gt35,r3,mt50,44.1607692307692,2.8476721627299,103.506307208583,2.24
sbicolor_gt15C_r1_mt14_data,Sorghum,bicolor,gt15,r1,mt14,14.287,0.555143578558146,211.113165945926,1.76
sbicolor_gt15C_r1_mt23_data,Sorghum,bicolor,gt15,r1,mt23,23.81375,1.12018656557176,211.113165945926,1.76
sbicolor_gt15C_r1_mt15_data,Sorghum,bicolor,gt15,r1,mt15,16.3555555555556,0.648245283595631,211.113165945926,1.76
sbicolor_gt15C_r1_mt32_data,Sorghum,bicolor,gt15,r1,mt32,32.1266666666667,2.01571324689194,211.113165945926,1.76
sbicolor_gt15C_r1_mt41_data,Sorghum,bicolor,gt15,r1,mt41,40.984,3.67365130239705,211.113165945926,1.76
sbicolor_gt15C_r1_mt50_data,Sorghum,bicolor,gt15,r1,mt50,46.278,5.19269162186768,211.113165945926,1.76
sbicolor_gt15C_r2_mt14_data,Sorghum,bicolor,gt15,r2,mt14,13.9911111111111,0.464219566063453,223.198193523101,1.87
sbicolor_gt15C_r2_mt23_data,Sorghum,bicolor,gt15,r2,mt23,22.9675,0.877402798632184,223.198193523101,1.87
sbicolor_gt15C_r2_mt15_data,Sorghum,bicolor,gt15,r2,mt15,13.7688888888889,0.45657278432371,223.198193523101,1.87
sbicolor_gt15C_r2_mt32_data,Sorghum,bicolor,gt15,r2,mt32,31.9777777777778,1.55406921753063,223.198193523101,1.87
sbicolor_gt15C_r2_mt41_data,Sorghum,bicolor,gt15,r2,mt41,41.013,2.57634548946217,223.198193523101,1.87
sbicolor_gt15C_r3_mt14_data,Sorghum,bicolor,gt15,r3,mt14,14.016,0.590848940226956,216.752966860422,1.91
sbicolor_gt15C_r3_mt23_data,Sorghum,bicolor,gt15,r3,mt23,22.974,1.43917733571796,216.752966860422,1.91
sbicolor_gt15C_r3_mt15_data,Sorghum,bicolor,gt15,r3,mt15,16.324,0.76360667209043,216.752966860422,1.91
sbicolor_gt15C_r3_mt32_data,Sorghum,bicolor,gt15,r3,mt32,31.982,2.64683003913666,216.752966860422,1.91
sbicolor_gt15C_r3_mt41_data,Sorghum,bicolor,gt15,r3,mt41,41.088,3.66140056220576,216.752966860422,1.91
sbicolor_gt15C_r3_mt50_data,Sorghum,bicolor,gt15,r3,mt50,47.553,3.85879820314634,216.752966860422,1.91
sbicolor_gt15C_r4_mt14_data,Sorghum,bicolor,gt15,r4,mt14,14.062,0.00943729250556159,186.251613637418,1.47
sbicolor_gt15C_r4_mt23_data,Sorghum,bicolor,gt15,r4,mt23,23.039,0.0931117005158728,186.251613637418,1.47
sbicolor_gt15C_r4_mt15_data,Sorghum,bicolor,gt15,r4,mt15,15.49,0.014361417947556,186.251613637418,1.47
sbicolor_gt15C_r4_mt32_data,Sorghum,bicolor,gt15,r4,mt32,31.938,0.395653861681771,186.251613637418,1.47
sbicolor_gt15C_r4_mt41_data,Sorghum,bicolor,gt15,r4,mt41,41.094,0.745706921587681,186.251613637418,1.47
sbicolor_gt15C_r4_mt50_data,Sorghum,bicolor,gt15,r4,mt50,47.449,0.695461973371397,186.251613637418,1.47
sbicolor_gt20C_r1_mt14_data,Sorghum,bicolor,gt20,r1,mt14,14.043,0.737017204452707,252.458567762152,2.61
sbicolor_gt20C_r1_mt23_data,Sorghum,bicolor,gt20,r1,mt23,22.976,1.57704542337953,252.458567762152,2.61
sbicolor_gt20C_r1_mt20_data,Sorghum,bicolor,gt20,r1,mt20,19.976,1.23890313793378,252.458567762152,2.61
sbicolor_gt20C_r1_mt32_data,Sorghum,bicolor,gt20,r1,mt32,31.937,2.97797102892962,252.458567762152,2.61
sbicolor_gt20C_r1_mt41_data,Sorghum,bicolor,gt20,r1,mt41,41.015,4.97850536449769,252.458567762152,2.61
sbicolor_gt20C_r1_mt50_data,Sorghum,bicolor,gt20,r1,mt50,47.006,6.50482676088971,252.458567762152,2.61
sbicolor_gt20C_r2_mt14_data,Sorghum,bicolor,gt20,r2,mt14,13.954,0.14645798287121,248.032236253681,2.07
sbicolor_gt20C_r2_mt23_data,Sorghum,bicolor,gt20,r2,mt23,22.98,0.727852489885847,248.032236253681,2.07
